target_score;miRNA;gene;Gene Description
68;hsa-miR-30b-5p;MAVS;mitochondrial antiviral signaling protein
68;hsa-miR-30b-5p;PITPNM2;phosphatidylinositol transfer protein membrane associated 2
68;hsa-miR-30b-5p;GLUD2;glutamate dehydrogenase 2
67;hsa-miR-30b-5p;FAM124A;family with sequence similarity 124 member A
67;hsa-miR-30b-5p;PCDH20;protocadherin 20
67;hsa-miR-30b-5p;KHNYN;KH and NYN domain containing
67;hsa-miR-30b-5p;RMND5A;required for meiotic nuclear division 5 homolog A
67;hsa-miR-30b-5p;SPIRE1;spire type actin nucleation factor 1
67;hsa-miR-30b-5p;CAPN7;calpain 7
67;hsa-miR-30b-5p;ZNF318;zinc finger protein 318
67;hsa-miR-30b-5p;GOLGA8B;golgin A8 family member B
67;hsa-miR-30b-5p;SLC29A3;solute carrier family 29 member 3
67;hsa-miR-30b-5p;ZNF20;zinc finger protein 20
67;hsa-miR-30b-5p;EVI5;ecotropic viral integration site 5
67;hsa-miR-30b-5p;PPIL3;peptidylprolyl isomerase like 3
67;hsa-miR-30b-5p;PPP2R1B;protein phosphatase 2 scaffold subunit Abeta
67;hsa-miR-30b-5p;RCHY1;ring finger and CHY zinc finger domain containing 1
67;hsa-miR-30b-5p;DIP2C;disco interacting protein 2 homolog C
66;hsa-miR-30b-5p;ZFP36L2;ZFP36 ring finger protein like 2
66;hsa-miR-30b-5p;PDK3;pyruvate dehydrogenase kinase 3
66;hsa-miR-30b-5p;ASCC1;activating signal cointegrator 1 complex subunit 1
66;hsa-miR-30b-5p;TTN;titin
66;hsa-miR-30b-5p;REV1;REV1, DNA directed polymerase
66;hsa-miR-30b-5p;ZFYVE26;zinc finger FYVE-type containing 26
66;hsa-miR-30b-5p;INTS6;integrator complex subunit 6
66;hsa-miR-30b-5p;G3BP2;G3BP stress granule assembly factor 2
66;hsa-miR-30b-5p;ECT2L;epithelial cell transforming 2 like
66;hsa-miR-30b-5p;SSH1;slingshot protein phosphatase 1
66;hsa-miR-30b-5p;VENTX;VENT homeobox
66;hsa-miR-30b-5p;FAM24A;family with sequence similarity 24 member A
66;hsa-miR-30b-5p;NAV1;neuron navigator 1
66;hsa-miR-30b-5p;NRBP1;nuclear receptor binding protein 1
66;hsa-miR-30b-5p;TBC1D30;TBC1 domain family member 30
66;hsa-miR-30b-5p;ALPK3;alpha kinase 3
66;hsa-miR-30b-5p;PEG10;paternally expressed 10
66;hsa-miR-30b-5p;RAP2B;RAP2B, member of RAS oncogene family
66;hsa-miR-30b-5p;PELI1;pellino E3 ubiquitin protein ligase 1
66;hsa-miR-30b-5p;ZNF746;zinc finger protein 746
66;hsa-miR-30b-5p;GLUD1;glutamate dehydrogenase 1
66;hsa-miR-30b-5p;GM2A;GM2 ganglioside activator
66;hsa-miR-30b-5p;MYD88;MYD88, innate immune signal transduction adaptor
65;hsa-miR-30b-5p;PBRM1;polybromo 1
65;hsa-miR-30b-5p;CEP76;centrosomal protein 76
65;hsa-miR-30b-5p;UBE2J2;ubiquitin conjugating enzyme E2 J2
65;hsa-miR-30b-5p;PLXNA1;plexin A1
65;hsa-miR-30b-5p;SH3KBP1;SH3 domain containing kinase binding protein 1
65;hsa-miR-30b-5p;SLC38A1;solute carrier family 38 member 1
65;hsa-miR-30b-5p;ANKRD20A1;ankyrin repeat domain 20 family member A1
65;hsa-miR-30b-5p;RFX2;regulatory factor X2
65;hsa-miR-30b-5p;TVP23C;trans-golgi network vesicle protein 23 homolog C
65;hsa-miR-30b-5p;ZSWIM5;zinc finger SWIM-type containing 5
65;hsa-miR-30b-5p;NID1;nidogen 1
65;hsa-miR-30b-5p;C8orf34;chromosome 8 open reading frame 34
65;hsa-miR-30b-5p;VSTM4;V-set and transmembrane domain containing 4
65;hsa-miR-30b-5p;SEH1L;SEH1 like nucleoporin
65;hsa-miR-30b-5p;THBS2;thrombospondin 2
65;hsa-miR-30b-5p;SATB1;SATB homeobox 1
65;hsa-miR-30b-5p;ANKRD20A4;ankyrin repeat domain 20 family member A4
65;hsa-miR-30b-5p;LIN7C;lin-7 homolog C, crumbs cell polarity complex component
65;hsa-miR-30b-5p;FAM169B;family with sequence similarity 169 member B
65;hsa-miR-30b-5p;RNMT;RNA guanine-7 methyltransferase
65;hsa-miR-30b-5p;RPGRIP1L;RPGRIP1 like
65;hsa-miR-30b-5p;EAF1;ELL associated factor 1
65;hsa-miR-30b-5p;ANKRD20A2;ankyrin repeat domain 20 family member A2
65;hsa-miR-30b-5p;DGKZ;diacylglycerol kinase zeta
64;hsa-miR-30b-5p;USP22;ubiquitin specific peptidase 22
64;hsa-miR-30b-5p;FAM155A;family with sequence similarity 155 member A
64;hsa-miR-30b-5p;WDR41;WD repeat domain 41
64;hsa-miR-30b-5p;UNKL;unk like zinc finger
64;hsa-miR-30b-5p;PTPRK;protein tyrosine phosphatase, receptor type K
64;hsa-miR-30b-5p;ADAM28;ADAM metallopeptidase domain 28
64;hsa-miR-30b-5p;CLRN1;clarin 1
64;hsa-miR-30b-5p;MAPRE1;microtubule associated protein RP/EB family member 1
64;hsa-miR-30b-5p;SLC6A15;solute carrier family 6 member 15
64;hsa-miR-30b-5p;PGM2L1;phosphoglucomutase 2 like 1
64;hsa-miR-30b-5p;PLCG1;phospholipase C gamma 1
64;hsa-miR-30b-5p;MAN1B1;mannosidase alpha class 1B member 1
64;hsa-miR-30b-5p;RNF213;ring finger protein 213
64;hsa-miR-30b-5p;UNC5D;unc-5 netrin receptor D
64;hsa-miR-30b-5p;KIAA1328;KIAA1328
64;hsa-miR-30b-5p;PAG1;phosphoprotein membrane anchor with glycosphingolipid microdomains 1
64;hsa-miR-30b-5p;SNX30;sorting nexin family member 30
64;hsa-miR-30b-5p;JAKMIP3;Janus kinase and microtubule interacting protein 3
64;hsa-miR-30b-5p;NRBF2;nuclear receptor binding factor 2
64;hsa-miR-30b-5p;DMTF1;cyclin D binding myb like transcription factor 1
64;hsa-miR-30b-5p;CEP170B;centrosomal protein 170B
64;hsa-miR-30b-5p;DSP;desmoplakin
64;hsa-miR-30b-5p;TCTN3;tectonic family member 3
64;hsa-miR-30b-5p;SON;SON DNA binding protein
64;hsa-miR-30b-5p;TFPI2;tissue factor pathway inhibitor 2
64;hsa-miR-30b-5p;ZNF148;zinc finger protein 148
64;hsa-miR-30b-5p;BID;BH3 interacting domain death agonist
64;hsa-miR-30b-5p;NDUFA4;NDUFA4, mitochondrial complex associated
64;hsa-miR-30b-5p;UBE2R2;ubiquitin conjugating enzyme E2 R2
64;hsa-miR-30b-5p;GALNT13;polypeptide N-acetylgalactosaminyltransferase 13
64;hsa-miR-30b-5p;TRPA1;transient receptor potential cation channel subfamily A member 1
63;hsa-miR-30b-5p;FMR1NB;FMR1 neighbor
63;hsa-miR-30b-5p;ZBTB7A;zinc finger and BTB domain containing 7A
63;hsa-miR-30b-5p;SIRT1;sirtuin 1
63;hsa-miR-30b-5p;SLC25A40;solute carrier family 25 member 40
63;hsa-miR-30b-5p;ABHD5;abhydrolase domain containing 5
63;hsa-miR-30b-5p;MAU2;MAU2 sister chromatid cohesion factor
63;hsa-miR-30b-5p;NRP2;neuropilin 2
63;hsa-miR-30b-5p;YES1;YES proto-oncogene 1, Src family tyrosine kinase
63;hsa-miR-30b-5p;SUN1;Sad1 and UNC84 domain containing 1
63;hsa-miR-30b-5p;ZNF277;zinc finger protein 277
63;hsa-miR-30b-5p;ENOX2;ecto-NOX disulfide-thiol exchanger 2
63;hsa-miR-30b-5p;RSF1;remodeling and spacing factor 1
63;hsa-miR-30b-5p;PTGER3;prostaglandin E receptor 3
63;hsa-miR-30b-5p;CALB2;calbindin 2
63;hsa-miR-30b-5p;WDFY3;WD repeat and FYVE domain containing 3
63;hsa-miR-30b-5p;MTF2;metal response element binding transcription factor 2
63;hsa-miR-30b-5p;RGS1;regulator of G protein signaling 1
62;hsa-miR-30b-5p;HMGB3;high mobility group box 3
62;hsa-miR-30b-5p;TRDN;triadin
62;hsa-miR-30b-5p;TRIQK;triple QxxK/R motif containing
62;hsa-miR-30b-5p;TNIP1;TNFAIP3 interacting protein 1
62;hsa-miR-30b-5p;NCOA3;nuclear receptor coactivator 3
62;hsa-miR-30b-5p;SOX4;SRY-box 4
62;hsa-miR-30b-5p;RAB10;RAB10, member RAS oncogene family
62;hsa-miR-30b-5p;GAS2;growth arrest specific 2
62;hsa-miR-30b-5p;RASGEF1A;RasGEF domain family member 1A
62;hsa-miR-30b-5p;SOGA3;SOGA family member 3
62;hsa-miR-30b-5p;FAHD1;fumarylacetoacetate hydrolase domain containing 1
62;hsa-miR-30b-5p;ANKRD20A3;ankyrin repeat domain 20 family member A3
62;hsa-miR-30b-5p;ABCB5;ATP binding cassette subfamily B member 5
62;hsa-miR-30b-5p;RGS10;regulator of G protein signaling 10
62;hsa-miR-30b-5p;UBE2F;ubiquitin conjugating enzyme E2 F (putative)
62;hsa-miR-30b-5p;AKAP10;A-kinase anchoring protein 10
62;hsa-miR-30b-5p;PATL2;PAT1 homolog 2
62;hsa-miR-30b-5p;PNISR;PNN interacting serine and arginine rich protein
62;hsa-miR-30b-5p;PAFAH1B2;platelet activating factor acetylhydrolase 1b catalytic subunit 2
62;hsa-miR-30b-5p;CELF5;CUGBP Elav-like family member 5
62;hsa-miR-30b-5p;MFSD4B;major facilitator superfamily domain containing 4B
62;hsa-miR-30b-5p;CALD1;caldesmon 1
62;hsa-miR-30b-5p;FOXA1;forkhead box A1
62;hsa-miR-30b-5p;TNFRSF10B;TNF receptor superfamily member 10b
61;hsa-miR-30b-5p;NSL1;NSL1, MIS12 kinetochore complex component
61;hsa-miR-30b-5p;KIAA1147;KIAA1147
61;hsa-miR-30b-5p;OSBPL3;oxysterol binding protein like 3
61;hsa-miR-30b-5p;DIXDC1;DIX domain containing 1
61;hsa-miR-30b-5p;ABL2;ABL proto-oncogene 2, non-receptor tyrosine kinase
61;hsa-miR-30b-5p;SMIM11B;small integral membrane protein 11B
61;hsa-miR-30b-5p;NAP1L3;nucleosome assembly protein 1 like 3
61;hsa-miR-30b-5p;LAMC3;laminin subunit gamma 3
61;hsa-miR-30b-5p;ALG6;ALG6, alpha-1,3-glucosyltransferase
61;hsa-miR-30b-5p;SLC35D3;solute carrier family 35 member D3
61;hsa-miR-30b-5p;TRIP12;thyroid hormone receptor interactor 12
61;hsa-miR-30b-5p;IFFO2;intermediate filament family orphan 2
61;hsa-miR-30b-5p;CTTNBP2NL;CTTNBP2 N-terminal like
61;hsa-miR-30b-5p;STX17;syntaxin 17
61;hsa-miR-30b-5p;ZBTB38;zinc finger and BTB domain containing 38
61;hsa-miR-30b-5p;SAP30;Sin3A associated protein 30
61;hsa-miR-30b-5p;DSCC1;DNA replication and sister chromatid cohesion 1
61;hsa-miR-30b-5p;POLR3G;RNA polymerase III subunit G
61;hsa-miR-30b-5p;MFAP3;microfibril associated protein 3
61;hsa-miR-30b-5p;ILDR2;immunoglobulin like domain containing receptor 2
61;hsa-miR-30b-5p;ZDHHC20;zinc finger DHHC-type containing 20
61;hsa-miR-30b-5p;PHF20;PHD finger protein 20
61;hsa-miR-30b-5p;SMIM11A;small integral membrane protein 11A
61;hsa-miR-30b-5p;MTX3;metaxin 3
61;hsa-miR-30b-5p;WDR36;WD repeat domain 36
61;hsa-miR-30b-5p;ATRNL1;attractin like 1
61;hsa-miR-30b-5p;GLP1R;glucagon like peptide 1 receptor
61;hsa-miR-30b-5p;ERMAP;erythroblast membrane associated protein (Scianna blood group)
61;hsa-miR-30b-5p;DEPDC4;DEP domain containing 4
60;hsa-miR-30b-5p;RCOR3;REST corepressor 3
60;hsa-miR-30b-5p;EEPD1;endonuclease/exonuclease/phosphatase family domain containing 1
60;hsa-miR-30b-5p;HAO1;hydroxyacid oxidase 1
60;hsa-miR-30b-5p;NOVA1;NOVA alternative splicing regulator 1
60;hsa-miR-30b-5p;GATA6;GATA binding protein 6
60;hsa-miR-30b-5p;SEC24D;SEC24 homolog D, COPII coat complex component
60;hsa-miR-30b-5p;BACH1;BTB domain and CNC homolog 1
60;hsa-miR-30b-5p;YIPF6;Yip1 domain family member 6
60;hsa-miR-30b-5p;NEIL2;nei like DNA glycosylase 2
60;hsa-miR-30b-5p;DYNLT3;dynein light chain Tctex-type 3
60;hsa-miR-30b-5p;DMD;dystrophin
60;hsa-miR-30b-5p;KIAA1958;KIAA1958
60;hsa-miR-30b-5p;HYKK;hydroxylysine kinase
60;hsa-miR-30b-5p;ADRB1;adrenoceptor beta 1
60;hsa-miR-30b-5p;C11orf21;chromosome 11 open reading frame 21
60;hsa-miR-30b-5p;USP46;ubiquitin specific peptidase 46
60;hsa-miR-30b-5p;PNPT1;polyribonucleotide nucleotidyltransferase 1
60;hsa-miR-30b-5p;MTA1;metastasis associated 1
60;hsa-miR-30b-5p;ACTN1;actinin alpha 1
60;hsa-miR-30b-5p;SBK1;SH3 domain binding kinase 1
60;hsa-miR-30b-5p;KCTD9;potassium channel tetramerization domain containing 9
60;hsa-miR-30b-5p;AAK1;AP2 associated kinase 1
60;hsa-miR-30b-5p;ZNF827;zinc finger protein 827
59;hsa-miR-30b-5p;CACNA1C;calcium voltage-gated channel subunit alpha1 C
59;hsa-miR-30b-5p;LRRTM2;leucine rich repeat transmembrane neuronal 2
59;hsa-miR-30b-5p;CCN3;cellular communication network factor 3
59;hsa-miR-30b-5p;CHORDC1;cysteine and histidine rich domain containing 1
59;hsa-miR-30b-5p;RAB3D;RAB3D, member RAS oncogene family
59;hsa-miR-30b-5p;TCAF2;TRPM8 channel associated factor 2
59;hsa-miR-30b-5p;CCDC14;coiled-coil domain containing 14
59;hsa-miR-30b-5p;SMIM14;small integral membrane protein 14
59;hsa-miR-30b-5p;SLAIN1;SLAIN motif family member 1
59;hsa-miR-30b-5p;MICOS10;mitochondrial contact site and cristae organizing system subunit 10
59;hsa-miR-30b-5p;RIMS1;regulating synaptic membrane exocytosis 1
59;hsa-miR-30b-5p;NSD1;nuclear receptor binding SET domain protein 1
59;hsa-miR-30b-5p;GCG;glucagon
59;hsa-miR-30b-5p;MAP7D3;MAP7 domain containing 3
59;hsa-miR-30b-5p;ATP8A1;ATPase phospholipid transporting 8A1
59;hsa-miR-30b-5p;CCNY;cyclin Y
59;hsa-miR-30b-5p;YBX3;Y-box binding protein 3
59;hsa-miR-30b-5p;CPEB2;cytoplasmic polyadenylation element binding protein 2
59;hsa-miR-30b-5p;PIP5K1B;phosphatidylinositol-4-phosphate 5-kinase type 1 beta
59;hsa-miR-30b-5p;PITX1;paired like homeodomain 1
59;hsa-miR-30b-5p;JAG2;jagged 2
59;hsa-miR-30b-5p;SERPINE1;serpin family E member 1
59;hsa-miR-30b-5p;ASAP1;ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
58;hsa-miR-30b-5p;ATG2B;autophagy related 2B
58;hsa-miR-30b-5p;GATA5;GATA binding protein 5
58;hsa-miR-30b-5p;GPATCH2L;G-patch domain containing 2 like
58;hsa-miR-30b-5p;ACAP2;ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
58;hsa-miR-30b-5p;BAZ1A;bromodomain adjacent to zinc finger domain 1A
58;hsa-miR-30b-5p;GNAQ;G protein subunit alpha q
58;hsa-miR-30b-5p;ZNF100;zinc finger protein 100
58;hsa-miR-30b-5p;CCDC80;coiled-coil domain containing 80
58;hsa-miR-30b-5p;LHX9;LIM homeobox 9
58;hsa-miR-30b-5p;TSPAN33;tetraspanin 33
58;hsa-miR-30b-5p;MOCS3;molybdenum cofactor synthesis 3
58;hsa-miR-30b-5p;STAT1;signal transducer and activator of transcription 1
58;hsa-miR-30b-5p;USP15;ubiquitin specific peptidase 15
58;hsa-miR-30b-5p;MCC;MCC, WNT signaling pathway regulator
58;hsa-miR-30b-5p;CCDC148;coiled-coil domain containing 148
58;hsa-miR-30b-5p;PHETA1;PH domain containing endocytic trafficking adaptor 1
58;hsa-miR-30b-5p;CLIP4;CAP-Gly domain containing linker protein family member 4
57;hsa-miR-30b-5p;TGM5;transglutaminase 5
57;hsa-miR-30b-5p;GKN2;gastrokine 2
57;hsa-miR-30b-5p;C8orf44-SGK3;C8orf44-SGK3 readthrough
57;hsa-miR-30b-5p;SF3B1;splicing factor 3b subunit 1
57;hsa-miR-30b-5p;N4BP2;NEDD4 binding protein 2
57;hsa-miR-30b-5p;ATP8B2;ATPase phospholipid transporting 8B2
57;hsa-miR-30b-5p;PGBD2;piggyBac transposable element derived 2
57;hsa-miR-30b-5p;AGO2;argonaute RISC catalytic component 2
57;hsa-miR-30b-5p;PPM1E;protein phosphatase, Mg2+/Mn2+ dependent 1E
57;hsa-miR-30b-5p;NAA35;N(alpha)-acetyltransferase 35, NatC auxiliary subunit
57;hsa-miR-30b-5p;JAM2;junctional adhesion molecule 2
57;hsa-miR-30b-5p;TRO;trophinin
57;hsa-miR-30b-5p;ZNF510;zinc finger protein 510
57;hsa-miR-30b-5p;FBXO28;F-box protein 28
57;hsa-miR-30b-5p;GZF1;GDNF inducible zinc finger protein 1
57;hsa-miR-30b-5p;CCL19;C-C motif chemokine ligand 19
57;hsa-miR-30b-5p;PLIN1;perilipin 1
57;hsa-miR-30b-5p;TLL1;tolloid like 1
57;hsa-miR-30b-5p;COLCA1;colorectal cancer associated 1
57;hsa-miR-30b-5p;FAM126A;family with sequence similarity 126 member A
57;hsa-miR-30b-5p;CEACAM1;carcinoembryonic antigen related cell adhesion molecule 1
57;hsa-miR-30b-5p;FOXJ2;forkhead box J2
57;hsa-miR-30b-5p;PKNOX1;PBX/knotted 1 homeobox 1
57;hsa-miR-30b-5p;RANBP10;RAN binding protein 10
56;hsa-miR-30b-5p;ANKRD22;ankyrin repeat domain 22
56;hsa-miR-30b-5p;SLC25A14;solute carrier family 25 member 14
56;hsa-miR-30b-5p;MYSM1;Myb like, SWIRM and MPN domains 1
56;hsa-miR-30b-5p;GNAO1;G protein subunit alpha o1
56;hsa-miR-30b-5p;TEX2;testis expressed 2
56;hsa-miR-30b-5p;CNR1;cannabinoid receptor 1
56;hsa-miR-30b-5p;MTHFSD;methenyltetrahydrofolate synthetase domain containing
56;hsa-miR-30b-5p;ADAM10;ADAM metallopeptidase domain 10
56;hsa-miR-30b-5p;ZNF200;zinc finger protein 200
56;hsa-miR-30b-5p;EPC1;enhancer of polycomb homolog 1
56;hsa-miR-30b-5p;KCNJ12;potassium voltage-gated channel subfamily J member 12
56;hsa-miR-30b-5p;SCRN3;secernin 3
56;hsa-miR-30b-5p;MINPP1;multiple inositol-polyphosphate phosphatase 1
56;hsa-miR-30b-5p;L3MBTL4;L3MBTL4, histone methyl-lysine binding protein
56;hsa-miR-30b-5p;TMEM35A;transmembrane protein 35A
56;hsa-miR-30b-5p;SLC25A37;solute carrier family 25 member 37
56;hsa-miR-30b-5p;NEBL;nebulette
56;hsa-miR-30b-5p;GUCY2C;guanylate cyclase 2C
56;hsa-miR-30b-5p;CENPQ;centromere protein Q
56;hsa-miR-30b-5p;ZNF585A;zinc finger protein 585A
56;hsa-miR-30b-5p;P2RY1;purinergic receptor P2Y1
56;hsa-miR-30b-5p;PAQR9;progestin and adipoQ receptor family member 9
56;hsa-miR-30b-5p;STX12;syntaxin 12
56;hsa-miR-30b-5p;UPRT;uracil phosphoribosyltransferase homolog
56;hsa-miR-30b-5p;ZFX;zinc finger protein X-linked
56;hsa-miR-30b-5p;USP47;ubiquitin specific peptidase 47
56;hsa-miR-30b-5p;MRI1;methylthioribose-1-phosphate isomerase 1
55;hsa-miR-30b-5p;RAB41;RAB41, member RAS oncogene family
55;hsa-miR-30b-5p;VPS41;VPS41, HOPS complex subunit
55;hsa-miR-30b-5p;NOL4L;nucleolar protein 4 like
55;hsa-miR-30b-5p;MIB1;mindbomb E3 ubiquitin protein ligase 1
55;hsa-miR-30b-5p;TUSC3;tumor suppressor candidate 3
55;hsa-miR-30b-5p;NEGR1;neuronal growth regulator 1
55;hsa-miR-30b-5p;SNX27;sorting nexin family member 27
55;hsa-miR-30b-5p;IKBIP;IKBKB interacting protein
55;hsa-miR-30b-5p;IFIT1;interferon induced protein with tetratricopeptide repeats 1
55;hsa-miR-30b-5p;MSANTD4;Myb/SANT DNA binding domain containing 4 with coiled-coils
55;hsa-miR-30b-5p;ARL10;ADP ribosylation factor like GTPase 10
55;hsa-miR-30b-5p;TIMP2;TIMP metallopeptidase inhibitor 2
55;hsa-miR-30b-5p;AMOTL1;angiomotin like 1
55;hsa-miR-30b-5p;TXNDC5;thioredoxin domain containing 5
55;hsa-miR-30b-5p;SLC28A3;solute carrier family 28 member 3
55;hsa-miR-30b-5p;ABCA12;ATP binding cassette subfamily A member 12
55;hsa-miR-30b-5p;NOTCH1;notch 1
55;hsa-miR-30b-5p;TCP11L1;t-complex 11 like 1
54;hsa-miR-30b-5p;ZDHHC21;zinc finger DHHC-type containing 21
54;hsa-miR-30b-5p;BEAN1;brain expressed associated with NEDD4 1
54;hsa-miR-30b-5p;MIS12;MIS12, kinetochore complex component
54;hsa-miR-30b-5p;MYOZ2;myozenin 2
54;hsa-miR-30b-5p;HTR4;5-hydroxytryptamine receptor 4
54;hsa-miR-30b-5p;FUCA1;alpha-L-fucosidase 1
54;hsa-miR-30b-5p;CHKA;choline kinase alpha
54;hsa-miR-30b-5p;FOXP4;forkhead box P4
54;hsa-miR-30b-5p;EPDR1;ependymin related 1
54;hsa-miR-30b-5p;EPB41L3;erythrocyte membrane protein band 4.1 like 3
54;hsa-miR-30b-5p;RBM15;RNA binding motif protein 15
54;hsa-miR-30b-5p;ZNF264;zinc finger protein 264
54;hsa-miR-30b-5p;SLC35G2;solute carrier family 35 member G2
54;hsa-miR-30b-5p;ARAP2;ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
54;hsa-miR-30b-5p;SRPRA;SRP receptor subunit alpha
54;hsa-miR-30b-5p;C21orf91;chromosome 21 open reading frame 91
54;hsa-miR-30b-5p;ZNF566;zinc finger protein 566
54;hsa-miR-30b-5p;ANLN;anillin actin binding protein
54;hsa-miR-30b-5p;RNF168;ring finger protein 168
54;hsa-miR-30b-5p;ARHGEF3;Rho guanine nucleotide exchange factor 3
54;hsa-miR-30b-5p;PROM1;prominin 1
54;hsa-miR-30b-5p;SLC22A23;solute carrier family 22 member 23
54;hsa-miR-30b-5p;AKAIN1;A-kinase anchor inhibitor 1
54;hsa-miR-30b-5p;FAM104A;family with sequence similarity 104 member A
53;hsa-miR-30b-5p;SUCLG2;succinate-CoA ligase GDP-forming beta subunit
53;hsa-miR-30b-5p;RCBTB1;RCC1 and BTB domain containing protein 1
53;hsa-miR-30b-5p;CHD9;chromodomain helicase DNA binding protein 9
53;hsa-miR-30b-5p;TBPL1;TATA-box binding protein like 1
53;hsa-miR-30b-5p;LHFPL3;LHFPL tetraspan subfamily member 3
53;hsa-miR-30b-5p;ZNF354C;zinc finger protein 354C
53;hsa-miR-30b-5p;PTBP3;polypyrimidine tract binding protein 3
53;hsa-miR-30b-5p;RAB14;RAB14, member RAS oncogene family
53;hsa-miR-30b-5p;CAMTA1;calmodulin binding transcription activator 1
53;hsa-miR-30b-5p;PIK3R2;phosphoinositide-3-kinase regulatory subunit 2
53;hsa-miR-30b-5p;SLC46A2;solute carrier family 46 member 2
53;hsa-miR-30b-5p;TIA1;TIA1 cytotoxic granule associated RNA binding protein
53;hsa-miR-30b-5p;FBXL14;F-box and leucine rich repeat protein 14
53;hsa-miR-30b-5p;RGS6;regulator of G protein signaling 6
53;hsa-miR-30b-5p;ITGA4;integrin subunit alpha 4
53;hsa-miR-30b-5p;QRFPR;pyroglutamylated RFamide peptide receptor
53;hsa-miR-30b-5p;DOCK4;dedicator of cytokinesis 4
53;hsa-miR-30b-5p;PGGT1B;protein geranylgeranyltransferase type I subunit beta
53;hsa-miR-30b-5p;VIP;vasoactive intestinal peptide
53;hsa-miR-30b-5p;AR;androgen receptor
53;hsa-miR-30b-5p;FCN1;ficolin 1
53;hsa-miR-30b-5p;AMER1;APC membrane recruitment protein 1
53;hsa-miR-30b-5p;TANK;TRAF family member associated NFKB activator
53;hsa-miR-30b-5p;CRISPLD1;cysteine rich secretory protein LCCL domain containing 1
53;hsa-miR-30b-5p;IL25;interleukin 25
53;hsa-miR-30b-5p;MEX3D;mex-3 RNA binding family member D
53;hsa-miR-30b-5p;TBL1X;transducin beta like 1 X-linked
53;hsa-miR-30b-5p;RTCB;RNA 2',3'-cyclic phosphate and 5'-OH ligase
53;hsa-miR-30b-5p;RAB21;RAB21, member RAS oncogene family
53;hsa-miR-30b-5p;INTS2;integrator complex subunit 2
53;hsa-miR-30b-5p;RAB11A;RAB11A, member RAS oncogene family
53;hsa-miR-30b-5p;C7orf31;chromosome 7 open reading frame 31
52;hsa-miR-30b-5p;CACNA1D;calcium voltage-gated channel subunit alpha1 D
52;hsa-miR-30b-5p;SMAP2;small ArfGAP2
52;hsa-miR-30b-5p;NBPF1;NBPF member 1
52;hsa-miR-30b-5p;NEUROD6;neuronal differentiation 6
52;hsa-miR-30b-5p;ZNF491;zinc finger protein 491
52;hsa-miR-30b-5p;CDK17;cyclin dependent kinase 17
52;hsa-miR-30b-5p;SLC16A14;solute carrier family 16 member 14
52;hsa-miR-30b-5p;USP44;ubiquitin specific peptidase 44
52;hsa-miR-30b-5p;GORAB;golgin, RAB6 interacting
52;hsa-miR-30b-5p;CAT;catalase
52;hsa-miR-30b-5p;COPS2;COP9 signalosome subunit 2
52;hsa-miR-30b-5p;GOLGA6L4;golgin A6 family-like 4
52;hsa-miR-30b-5p;ABHD6;abhydrolase domain containing 6
52;hsa-miR-30b-5p;ERC2;ELKS/RAB6-interacting/CAST family member 2
52;hsa-miR-30b-5p;ANO5;anoctamin 5
52;hsa-miR-30b-5p;ZNF805;zinc finger protein 805
52;hsa-miR-30b-5p;EPB41L4B;erythrocyte membrane protein band 4.1 like 4B
52;hsa-miR-30b-5p;ST8SIA1;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
52;hsa-miR-30b-5p;RGL1;ral guanine nucleotide dissociation stimulator like 1
52;hsa-miR-30b-5p;GOLGA6L10;golgin A6 family-like 10
52;hsa-miR-30b-5p;EYS;eyes shut homolog
52;hsa-miR-30b-5p;DOC2A;double C2 domain alpha
52;hsa-miR-30b-5p;ARFIP1;ADP ribosylation factor interacting protein 1
52;hsa-miR-30b-5p;FRMD4A;FERM domain containing 4A
51;hsa-miR-30b-5p;TICAM1;toll like receptor adaptor molecule 1
51;hsa-miR-30b-5p;CEP85L;centrosomal protein 85 like
51;hsa-miR-30b-5p;MPP7;membrane palmitoylated protein 7
51;hsa-miR-30b-5p;EBF2;EBF transcription factor 2
51;hsa-miR-30b-5p;NIF3L1;NGG1 interacting factor 3 like 1
51;hsa-miR-30b-5p;PITPNB;phosphatidylinositol transfer protein beta
51;hsa-miR-30b-5p;PDK4;pyruvate dehydrogenase kinase 4
51;hsa-miR-30b-5p;TNFSF9;TNF superfamily member 9
51;hsa-miR-30b-5p;ZFP1;ZFP1 zinc finger protein
51;hsa-miR-30b-5p;CTH;cystathionine gamma-lyase
51;hsa-miR-30b-5p;NBPF3;NBPF member 3
51;hsa-miR-30b-5p;NTM;neurotrimin
51;hsa-miR-30b-5p;TMEM263;transmembrane protein 263
51;hsa-miR-30b-5p;ZNF286B;zinc finger protein 286B
51;hsa-miR-30b-5p;SV2B;synaptic vesicle glycoprotein 2B
51;hsa-miR-30b-5p;SPA17;sperm autoantigenic protein 17
51;hsa-miR-30b-5p;DNAJC3;DnaJ heat shock protein family (Hsp40) member C3
51;hsa-miR-30b-5p;PIK3CB;phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
51;hsa-miR-30b-5p;ZRANB3;zinc finger RANBP2-type containing 3
